job_idx,cv_col,source,model,label,score,label_checked,justification,generated_at
45,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède une expérience significative en développement web avec Angular, React Native et Spring Boot, ce qui correspond à certains aspects de l'offre. Cependant, l'offre met l'accent sur l'IA, le Machine Learning et le traitement d'images, des domaines où le CV du candidat manque de détails et de compétences spécifiques, limitant ainsi son adéquation.",2026-05-06T21:05:13.361841
45,cv_5,ollama,gemma3:4b,Weak Match,45,Weak Match,"Bien que le candidat possède une expérience en développement Full-Stack, son CV ne mentionne pas d'expérience directe avec C/C++, Python, Java, ou Machine Learning, qui sont des compétences clés requises dans l'offre d'emploi. De plus, ses compétences principales sont axées sur le front-end (React.js, D3.js), ce qui ne correspond pas aux besoins du poste concernant la conception de systèmes numériques et l'IA.",2026-05-06T21:05:17.275069
46,cv_1,ollama,gemma3:4b,Good Fit,75,Good Fit,"The candidate's CV highlights strong proficiency in Angular, React, and TypeScript, aligning with the job description's required technologies. While the experience is primarily focused on web development, the candidate's stated passion for UI/UX and modern styling suggests a good cultural fit with the company's innovative approach.",2026-05-06T21:05:20.287078
46,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le CV du candidat présente une expérience en analyse de données et en visualisation de données, ce qui correspond à certains aspects de l'offre d'emploi. Cependant, il manque une expérience significative dans le développement Frontend avec les technologies spécifiques mentionnées (React, Redux, Angular, TypeScript), et les compétences techniques listées sont principalement axées sur l'analyse de données plutôt que sur le développement web.",2026-05-06T21:05:23.780226
46,cv_3,ollama,gemma3:4b,Strong Match,88,Strong Match,"Sara's CV demonstrates significant experience with React, Redux, TypeScript, and other technologies listed in the job description, aligning perfectly with the required skills. Her project experience, particularly the Telnet Academy project and the SOWISO platform redevelopment, showcases her ability to work in Agile environments and contribute to complex web applications, making her a strong candidate for this Senior Frontend Developer role.",2026-05-06T21:05:28.183001
46,cv_4,ollama,gemma3:4b,Good Fit,75,Good Fit,"The candidate's background in data science, machine learning, and AI aligns well with the listed technologies (React, TypeScript, etc.) and the company's focus on innovative web solutions. While the job description emphasizes frontend development, the candidate's skills in AI and data analysis demonstrate a broader technical skillset that could be valuable within the team's projects.",2026-05-06T21:05:31.542406
46,cv_5,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"While Heni Loukil possesses strong technical skills in Deep Learning, Machine Learning, and relevant technologies like React and TypeScript, the job description emphasizes a Senior Frontend Developer role with a focus on web application development. The candidate's experience is primarily in research and applying deep learning techniques, which doesn't directly align with the core responsibilities outlined in the job posting.",2026-05-06T21:05:34.723454
47,cv_1,ollama,gemma3:4b,Strong Match,88,Strong Match,"Anas's CV demonstrates a strong alignment with the job description, showcasing extensive experience with the listed tools and technologies like Python, SQL, Power BI, and Azure Data Factory. His background in data analysis, reporting, and BI, combined with his experience at EY and Timsoft Group, makes him a highly suitable candidate for this data analyst role.",2026-05-06T21:05:38.029977
47,cv_2,ollama,gemma3:4b,Weak Match,40,Weak Match,"Bien que le candidat possède une expérience en développement web et en programmation, l'offre d'emploi recherche spécifiquement un Data Analyst avec des compétences en analyse de données, visualisation et outils tels que Python, SQL et Power BI, ce qui est absent de son profil. Son expérience est principalement axée sur le développement Full Stack, ce qui ne correspond pas aux exigences du poste.",2026-05-06T21:05:41.710686
47,cv_3,ollama,gemma3:4b,Good Fit,78,Good Fit,"The candidate's extensive experience in machine learning, particularly with computer vision and deep learning techniques like YOLO and ResNet, aligns well with the job description's requirements for data analysis and visualization. While the role emphasizes Python, SQL, and Power BI, the candidate's strong Python skills and experience with relevant ML tools demonstrate a solid foundation for the position's technical aspects.",2026-05-06T21:05:45.585352
47,cv_4,ollama,gemma3:4b,Good Fit,78,Good Fit,"The candidate's extensive experience in electronics design, particularly with hardware development and PCB layout, aligns well with the data analyst role's requirements for data visualization and collaboration. While the candidate's skillset leans heavily towards hardware, their experience with simulation tools and scripting languages like Python (implied through tool usage) demonstrates a transferable aptitude for data analysis.",2026-05-06T21:05:49.206704
47,cv_5,ollama,gemma3:4b,Strong Match,88,Strong Match,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep, coupled with her internship projects focused on Deep Learning and Geometric Deep Learning, directly aligns with the skills and technologies listed in the job description. Her academic background in Computer Science and her demonstrated ability to work with Python and SQL make her a strong candidate for this data analyst role.",2026-05-06T21:05:52.252391
48,cv_1,ollama,gemma3:4b,Good Fit,78,Good Fit,"The candidate's experience with React, TypeScript, and testing frameworks like Jest and Cypress aligns well with the job description's requirements. While the role emphasizes Web3 technologies, the candidate's strong frontend development skills and experience with modern JavaScript frameworks make them a valuable asset to the team.",2026-05-06T21:05:55.635101
48,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate's background is primarily in backend development with Go and Kubernetes, which aligns with some aspects of the Web3 Frontend Engineer role. However, their skills in Flutter, Dart, and mobile development are not directly relevant to the stated requirements, and their experience with Web3 technologies (Web3.js, Ethers.js) is limited, suggesting a moderate fit for the position's specific needs.",2026-05-06T21:05:59.819760
48,cv_3,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate's extensive experience with JavaScript, React, and various front-end technologies aligns with several requirements of the job description. However, their background is primarily in traditional web development and mobile applications, lacking specific experience with Web3 technologies like Web3.js, Ethers.js, and smart contracts, which are heavily emphasized in the job description. While they demonstrate a strong understanding of development methodologies and tools, the depth of their knowledge in the required Web3 domain is limited.",2026-05-06T21:06:03.928479
48,cv_4,ollama,gemma3:4b,Weak Match,45,Weak Match,"While the candidate possesses networking and troubleshooting skills relevant to IT operations, the CV lacks direct experience with Web3 technologies, blockchain, React, Vue, or the specific tools listed in the job description. The candidate's background is primarily in traditional network engineering, making them a weaker fit for this Web3-focused role.",2026-05-06T21:06:07.374852
48,cv_5,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"While Heni Loukil possesses strong skills in machine learning, deep learning, and relevant technologies like TypeScript and React, the job description heavily emphasizes Web3 and blockchain frontend development with specific tools like Web3.js and Ethers.js, which are not prominently featured in Heni's current role or internship experience, creating a moderate fit.",2026-05-06T21:06:11.139413
49,cv_1,ollama,gemma3:4b,Good Fit,75,Good Fit,"Faten's experience as a Microsoft Consultant and Data Scientist at EY aligns well with the role's focus on security and technology. Furthermore, her leadership experience with Enactus, managing projects and teams, demonstrates a valuable skillset for leading a security team and engaging with external organizations.",2026-05-06T21:06:14.183874
49,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède des compétences en IA et en développement logiciel, ce qui est pertinent pour un rôle de sécurité informatique. Cependant, son expérience est principalement axée sur le développement logiciel et l'IA, et il manque d'expérience spécifique en gestion de la sécurité, en gestion des risques et en relations institutionnelles, qui sont des aspects clés de l'offre d'emploi.",2026-05-06T21:06:17.490535
49,cv_3,ollama,gemma3:4b,Good Fit,78,Good Fit,"Azza's extensive experience in cloud infrastructure, particularly with Kubernetes and Red Hat OpenShift, aligns well with the role's focus on managing security and deploying cloud solutions. Her demonstrated skills in automation, disaster recovery, and cost optimization are valuable assets, though the Italian context and institutional relations experience are less directly represented in her CV.",2026-05-06T21:06:20.793606
49,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Bien que le candidat possède une expérience en science des données et en machine learning, son CV ne mentionne pas d'expérience spécifique en sécurité informatique ou en gestion des risques, qui sont des éléments clés de l'offre d'emploi. De plus, ses compétences techniques se concentrent principalement sur le développement de modèles d'IA, ce qui ne correspond pas directement aux responsabilités de leadership en sécurité décrites dans l'annonce.",2026-05-06T21:06:24.276771
49,cv_5,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Heni Loukil possède une solide expérience en machine learning et deep learning, ce qui correspond aux compétences recherchées pour un rôle en sécurité informatique. Cependant, son expérience est principalement axée sur la recherche et le développement, et elle n'a pas de mention directe de l'expérience en gestion d'équipe, en gestion des risques ou en politiques de sécurité.",2026-05-06T21:06:27.577067
50,cv_1,ollama,gemma3:4b,Strong Match,92,Strong Match,"Achraf's CV demonstrates a strong alignment with the job description, showcasing extensive experience with Python, Django, and AI/ML technologies like NLP and LLMs – all key requirements. His projects involving generative AI, data extraction, and scalable API development directly address the responsibilities outlined in the offer, making him a highly suitable candidate.",2026-05-06T21:06:31.041495
50,cv_2,ollama,gemma3:4b,Strong Match,88,Strong Match,"Mohamed Malek Jarraya's CV demonstrates a strong alignment with the job description, particularly his experience as a Senior Data Scientist and Machine Learning Engineer, coupled with his expertise in Python, machine learning, and scalable system design. His background in quantitative research and delivering impactful AI solutions directly addresses the core requirements of the role and the desired skills.",2026-05-06T21:06:34.192723
50,cv_3,ollama,gemma3:4b,Strong Match,88,Strong Match,"Mohamed Malek Jarraya's CV demonstrates a strong alignment with the job description, showcasing extensive experience in machine learning, Python development, and scalable system design – key requirements outlined in the offer. His background in quantitative research and delivering impactful AI solutions directly addresses the need for a skilled Software/Machine Learning Engineer focused on product development and complex engineering challenges.",2026-05-06T21:06:37.541739
50,cv_4,ollama,gemma3:4b,Good Fit,78,Good Fit,"Mohamed's extensive cybersecurity background, including certifications like CRTE, CCNA, and OSCP, aligns well with the security-focused aspects of the role. While his experience is primarily in penetration testing and security, his programming skills and experience with scripting and OSINT demonstrate an ability to contribute to system development and problem-solving, though a deeper understanding of ML is lacking.",2026-05-06T21:06:41.752088
50,cv_5,ollama,gemma3:4b,Weak Match,40,Weak Match,"Bien que le candidat possède une expérience en développement full-stack, son CV ne correspond pas aux technologies spécifiques recherchées (Python, Django, etc.) ni à l'expérience en apprentissage automatique, en particulier dans le traitement automatique des langues. De plus, son expérience est principalement axée sur le front-end, ce qui ne correspond pas aux responsabilités décrites dans l'offre d'emploi.",2026-05-06T21:06:45.071503
51,cv_1,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède des compétences en développement Full-Stack et une connaissance de Spring Boot, ce qui est pertinent, mais il manque l'expérience spécifique en machine learning et en deep learning recherchée dans l'offre. Bien qu'il ait des certifications en machine learning, son expérience professionnelle est limitée à des stages de développement et ne correspond pas aux exigences de l'équipe de recherche en IA.",2026-05-06T21:06:48.325665
51,cv_2,ollama,gemma3:4b,Weak Match,40,Weak Match,"While the candidate possesses some relevant skills like full-stack development and DevOps experience, the job description specifically requires deep learning expertise, experience with PyTorch, TensorFlow, and Scikit-learn, which are not prominently highlighted in the candidate's CV. Their background is primarily in web development and Java, lacking the core machine learning skills sought.",2026-05-06T21:06:51.618444
51,cv_3,ollama,gemma3:4b,Good Fit,75,Good Fit,"Le candidat possède une formation en Business Analytics et a acquis des certifications pertinentes en IA et en méthodologies Agile, ce qui correspond aux exigences de l'offre. Bien que son expérience professionnelle soit principalement axée sur le support analyste et le conseil, son stage en Machine Learning chez Oracle et son expérience chez axefinance démontrent un intérêt et des compétences prélimières dans le domaine, ce qui en fait un bon candidat.",2026-05-06T21:06:55.629886
51,cv_4,ollama,gemma3:4b,Good Fit,78,Good Fit,"Raihane possède une solide expérience en DevOps, DevSecOps et MLOps, ainsi que des certifications pertinentes telles que CKA, CKAD et AWS Certified Machine Learning, ce qui correspond aux exigences de l'offre d'emploi. Bien que son expérience principale soit axée sur Kubernetes et l'infrastructure cloud, elle démontre une volonté d'apprentissage et une compréhension des concepts de machine learning, ce qui est un atout pour le rôle.",2026-05-06T21:06:59.312878
51,cv_5,ollama,gemma3:4b,Weak Match,35,Weak Match,"Le CV du candidat présente une expérience significative en développement full-stack, principalement avec React.js et Elasticsearch, ce qui ne correspond pas aux compétences spécifiques recherchées pour un scientifique en machine learning, notamment en deep learning et les outils comme PyTorch, TensorFlow et Scikit-learn. Bien que le candidat possède une formation en informatique, son expérience professionnelle est axée sur le développement web et la sécurité des réseaux, et non sur la recherche en IA.",2026-05-06T21:07:02.871658
52,cv_1,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède une expérience en développement full-stack avec React et Spring Boot, ce qui correspond à certains aspects de l'offre d'emploi. Cependant, il n'y a pas de mention explicite de Node.js, TypeScript ou PostgreSQL, technologies clés utilisées dans l'offre, ce qui représente un manque de correspondance direct.",2026-05-06T21:07:05.975632
52,cv_2,ollama,gemma3:4b,Good Fit,75,Good Fit,"The candidate's extensive experience with .NET technologies like C# and ASP.NET Core aligns well with the job's requirements for Node.js and TypeScript, demonstrating a strong foundation in web development. While the candidate's primary skillset is .NET, their experience with cloud platforms like Azure and AWS, alongside their understanding of API design and microservices, makes them a valuable asset to the team.",2026-05-06T21:07:09.858346
52,cv_3,ollama,gemma3:4b,Strong Match,88,Strong Match,"The candidate's experience with Node.js, TypeScript, and AWS aligns perfectly with the job description's requirements for a full-stack developer. Furthermore, their background in GPU optimization and contributions to Snapdragon processor development demonstrate a strong technical fit for the role's focus on scalable and robust web applications.",2026-05-06T21:07:13.021245
52,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate's background is primarily in network security engineering, with experience configuring and troubleshooting firewalls and network devices, which doesn't directly align with the full-stack development role's focus on Node.js, TypeScript, and cloud technologies. However, their technical skills in networking and troubleshooting could be transferable and they demonstrate a willingness to learn new technologies.",2026-05-06T21:07:16.473615
52,cv_5,ollama,gemma3:4b,Strong Match,88,Strong Match,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep, coupled with her academic background in Computer Science and her focus on Deep Learning and Geometric Deep Learning aligns perfectly with the full-stack development role and the technologies listed (Node.js, TypeScript, PostgreSQL). Her project experience involving Deep Graph CNNs and vector field feature extraction demonstrates a strong understanding of advanced algorithms and data analysis, which is highly relevant to the architectural and testing responsibilities outlined in the job description.",2026-05-06T21:07:20.157808
53,cv_1,ollama,gemma3:4b,Good Fit,78,Good Fit,"Arslaan's CV demonstrates a strong understanding of cloud technologies, including GCP, Azure, and AWS, aligning with the job description's requirements. While his experience with specific tools like Splunk and Grafana is limited, his focus on DevOps, Kubernetes, and automation, combined with his practical experience through internships and student leadership roles, makes him a valuable candidate for this hybrid cloud environment.",2026-05-06T21:07:24.238783
53,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate possesses some relevant skills like Java, Angular, and Git, aligning with the job description's requirements. However, their experience lacks direct matches for key technologies such as Kubernetes, Splunk, Grafana, and AWS/Azure, which are heavily emphasized in the role, and their listed certifications don't directly align with the required DevOps tools.",2026-05-06T21:07:27.633945
53,cv_3,ollama,gemma3:4b,Moderate Match,68,Moderate Match,"The candidate's experience with backend development, Java, and AWS aligns with some of the required skills, particularly in the context of time series analysis and data science. However, the CV lacks specific experience with Kubernetes, Ansible, and the listed DevOps tools (Splunk, Grafana, Prometheus, etc.), which are central to the offered role's requirements.",2026-05-06T21:07:30.927306
53,cv_4,ollama,gemma3:4b,Strong Match,88,Strong Match,"The candidate's extensive experience with MLOps, Azure services, and RAG pipelines aligns perfectly with the job description's requirements for a DevOps engineer in a cloud hybrid environment. Their demonstrated skills in technologies like Kubernetes, Docker, and various AI frameworks make them a strong candidate to contribute to the team's automation and security initiatives.",2026-05-06T21:07:34.780347
53,cv_5,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Heni Loukil possède une expérience significative en Machine Learning et Deep Learning, ce qui correspond à certains aspects de l'offre, mais son expérience est principalement axée sur la recherche et le développement, et ne couvre pas l'ensemble des technologies DevOps mentionnées (Kubernetes, Ansible, AWS/Azure) requises pour le poste.",2026-05-06T21:07:38.286429
54,cv_1,ollama,gemma3:4b,Good Fit,78,Good Fit,"Selma's extensive full-stack development experience, particularly with technologies like Angular, TypeScript, and MongoDB, aligns well with the job description's focus on modern web technologies and security integrations. While her background is primarily in web development, her certifications and AI Analyst experience demonstrate a foundational understanding of security concepts and a willingness to learn, making her a solid candidate for this role.",2026-05-06T21:07:42.048412
54,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate's skills in Angular, React, and Spring Boot align with some of the technologies mentioned in the job description, particularly the use of networks of neurons and systems of management of identities and access. However, the candidate lacks specific experience in cybersecurity domains like intrusion detection systems, firewalls, and threat analysis, which are core requirements of the role.",2026-05-06T21:07:45.395648
54,cv_3,ollama,gemma3:4b,Strong Match,88,Strong Match,"The candidate's extensive experience in electronics design, particularly with hardware development, PCB layout, and simulation tools aligns perfectly with the job description's requirements for an expert in cybersecurity. Their skills in areas like signal integrity, power integrity, and IoT gateway design, combined with their passion for technology, make them a strong fit for this role.",2026-05-06T21:07:49.253729
54,cv_4,ollama,gemma3:4b,Strong Match,88,Strong Match,"The candidate's extensive experience in machine learning, particularly with convolutional neural networks and data science projects involving image processing and anomaly detection aligns perfectly with the job description's focus on cybersecurity technologies like neural networks and anomaly detection. Their background in applying AI to SAP data and developing automated pipelines directly addresses the need for someone to integrate security into products and services and maintain systems securely.",2026-05-06T21:07:53.844354
54,cv_5,ollama,gemma3:4b,Good Fit,75,Good Fit,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep, particularly with Deep Learning and Geometric Deep Learning, aligns well with the job description's emphasis on neural networks and anomaly detection. While the role mentions specific security technologies, Heni's background in applying deep learning to medical image analysis demonstrates a strong analytical and problem-solving skillset relevant to cybersecurity threat analysis.",2026-05-06T21:07:57.202607
55,cv_1,ollama,gemma3:4b,Moderate Match,68,Moderate Match,"The candidate's CV highlights strong frontend skills in React, TypeScript, and modern JavaScript frameworks, aligning with the Vue.js and React.js technologies mentioned in the job description. However, the candidate lacks experience with PHP, Symfony, and GraphQL, which are core technologies listed in the job requirements, and their experience is primarily focused on backend technologies like Java and Spring Boot.",2026-05-06T21:08:00.707789
55,cv_2,ollama,gemma3:4b,Moderate Match,68,Moderate Match,"Tarek's CV demonstrates strong experience with Java, Spring, and React, aligning with some of the required technologies. However, the offer heavily emphasizes PHP/Symfony and newer JavaScript frameworks like Vue.js and GraphQL, which are not prominently featured in his experience, suggesting a moderate fit.",2026-05-06T21:08:04.069775
55,cv_3,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Bien que Mahmoud ait une expérience en développement web et en DevOps, son profil est fortement axé sur Azure, Kubernetes et DevOps, ce qui ne correspond pas directement aux technologies PHP/Symfony, Vue.js, React.js et GraphQL recherchées dans l'offre.  Son expérience récente dans des projets B2B et son parcours académique sont positifs, mais il manque une expérience significative avec les technologies spécifiques mentionnées dans l'annonce.",2026-05-06T21:08:08.042718
55,cv_4,ollama,gemma3:4b,Weak Match,35,Weak Match,"Le CV du candidat présente une expertise significative en cybersécurité et en systèmes SCADA, ce qui ne correspond pas aux technologies PHP/Symfony, Vue.js, React.js, et GraphQL mentionnées dans l'offre d'emploi, et l'expérience est principalement axée sur le secteur de l'énergie et de la sécurité informatique, plutôt que sur le développement Full Stack.",2026-05-06T21:08:11.129276
55,cv_5,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Heni Loukil possède une expérience significative en Machine Learning et Deep Learning, notamment avec des technologies comme TensorFlow et des frameworks de Deep Graph CNN, ce qui correspond à une partie des compétences recherchées. Cependant, son expérience est principalement axée sur le Machine Learning et ne couvre pas directement les technologies Full Stack PHP/Symfony, Vue.js, React.js, et GraphQL mentionnées dans l'offre d'emploi.",2026-05-06T21:08:14.547477
56,cv_1,ollama,gemma3:4b,Good Fit,75,Good Fit,"The candidate's skills in Python, SQL, and Hadoop align well with the job requirements, particularly their experience with Spark and data analysis tools. While the candidate's background is primarily in data analysis, their Master's degree in Big Data and experience with relevant technologies suggest they could quickly adapt to the role of a data engineer.",2026-05-06T21:08:17.394774
56,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"While Marwa's experience as a frontend developer with React.js and TypeScript aligns with some of the desired skills, the job description emphasizes data engineering expertise, including ETL, Data Lakes, and specific cloud technologies like Databricks and AWS. Her background is primarily in web development, lacking direct experience in the core data engineering areas required for this role.",2026-05-06T21:08:20.859027
56,cv_3,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"While Amine possesses strong skills in Python and AI, the job description emphasizes experience with ETL, Data Lakes, and specific cloud technologies like Databricks, Spark, AWS, and Azure, which are not prominently highlighted in the candidate's CV.  Although the candidate has experience with data science and AI, the focus of the role appears to be more heavily weighted towards traditional data engineering skills.",2026-05-06T21:08:24.283219
56,cv_4,ollama,gemma3:4b,Moderate Match,68,Moderate Match,"The candidate's experience primarily focuses on iOS development with Swift and Firebase, while the job description emphasizes data engineering skills like ETL, Data Lakes, and specific technologies like Databricks and AWS. Although they have some experience with data-related projects, the core requirements of the role are not strongly reflected in their background, and the listed skills (Python, SQL) are not prominently highlighted.",2026-05-06T21:08:27.939401
56,cv_5,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Heni possède une expérience en Machine Learning et Deep Learning, ce qui correspond à certains aspects de l'offre, mais son expérience spécifique en tant que Data Engineer est limitée. Bien qu'elle maîtrise Python et SQL, l'offre met l'accent sur l'expertise dans les technologies spécifiques comme Databricks, Spark, AWS et Azure, et son CV ne les mentionne pas directement.",2026-05-06T21:08:31.096310
57,cv_1,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède des compétences en développement Full-Stack et en Machine Learning, ce qui correspond partiellement aux exigences de l'offre. Cependant, son expérience est principalement axée sur le développement logiciel et il manque d'expérience spécifique en Data Science, en particulier dans les domaines de la classification et de l'apprentissage automatique, ainsi que dans la publication de recherche.",2026-05-06T21:08:34.265117
57,cv_2,ollama,gemma3:4b,Weak Match,45,Weak Match,"While the candidate possesses a computer science degree and some experience with software development and teaching, their background is primarily in front-end development and full-stack engineering, which doesn't directly align with the research focus and specific skills (TensorFlow, data science projects) outlined in the job description. Their experience in teaching is limited and doesn't demonstrate expertise in data science or machine learning.",2026-05-06T21:08:37.852213
57,cv_3,ollama,gemma3:4b,Weak Match,35,Weak Match,"Le CV du candidat met l'accent sur le développement web full-stack avec Java et React, ce qui ne correspond pas directement aux compétences spécifiques recherchées dans l'offre d'emploi (Data Science, Machine Learning, TensorFlow, etc.). Bien que l'expérience en développement et DevOps soit pertinente, l'absence de compétences techniques spécifiques en Data Science et l'expérience dans les outils mentionnés dans l'offre d'emploi rendent ce candidat un match faible.",2026-05-06T21:08:41.606515
57,cv_4,ollama,gemma3:4b,Strong Match,88,Strong Match,"Ajay's extensive experience in software engineering, particularly with NVIDIA and Qualcomm, aligns perfectly with the research and development focus of the Data Science role. His skills in deep learning, Python, and experience with AI-intensive computing workloads directly address the technical requirements outlined in the job description.",2026-05-06T21:08:44.913303
57,cv_5,ollama,gemma3:4b,Weak Match,35,Weak Match,"Le CV du candidat met en avant une expérience significative en développement Full-Stack, notamment avec React.js et Elasticsearch, ce qui ne correspond pas aux compétences techniques spécifiques recherchées pour un poste de Data Science (Python, TensorFlow, Matlab). De plus, son expérience bancaire et administrative ne semble pas directement alignée avec les projets de recherche en Data Science mentionnés dans l'offre.",2026-05-06T21:08:48.295354
58,cv_1,ollama,gemma3:4b,Strong Match,88,Strong Match,"Achraf's CV demonstrates significant experience with Python, Django, and AI technologies directly aligning with the job description's requirements. His projects involving Generative AI, NLP, and LLMs, combined with his backend development skills, make him a strong candidate for this full-stack DevOps role.",2026-05-06T21:08:52.095538
58,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate's experience with Python and Odoo aligns with some aspects of the job description, particularly the full-stack development and automation requirements. However, their deep learning and AI skills, while potentially valuable, are not directly relevant to the stated focus on web development, DevOps, and the specific technologies listed (Django, React, etc.), and their experience is primarily within the Odoo ecosystem.",2026-05-06T21:08:55.759687
58,cv_3,ollama,gemma3:4b,Strong Match,88,Strong Match,"Dhia's CV demonstrates significant experience with Python, Elasticsearch, machine learning, and DevOps tools like Docker and GCP, aligning directly with the job description's requirements. Her previous roles involved developing NLP models, data pipelines, and working with technologies such as Flask and TensorFlow, making her a strong candidate for this full-stack development and DevOps position.",2026-05-06T21:08:59.335347
58,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Tarek's CV demonstrates strong full-stack Java and React development experience, aligning with some of the technologies listed in the job description (Spring, React, etc.). However, his experience is primarily focused on backend development and legacy systems, and he lacks direct experience with the newer technologies like LLM, RAG, and NextJS mentioned in the job description, suggesting a moderate fit.",2026-05-06T21:09:03.217815
58,cv_5,ollama,gemma3:4b,Good Fit,75,Good Fit,"Heni Loukil possède une solide expérience en Machine Learning et Deep Learning, ce qui correspond aux technologies mentionnées (LLM, RAG, Pandas) et à l'orientation vers l'innovation de l'offre. Bien que son expérience principale soit en Deep Learning, son expérience en développement full-stack et ses compétences DevOps démontrent un bon potentiel pour le rôle.",2026-05-06T21:09:06.868002
59,cv_1,ollama,gemma3:4b,Good Fit,75,Good Fit,"Hani possède une expérience significative en développement web avec React et Java, ce qui correspond aux technologies mentionnées dans l'offre d'emploi. De plus, son expérience dans la mise en place de pipelines CI/CD et son intérêt pour DevOps s'alignent bien avec les exigences du poste, bien que son expérience principale soit en Java et React plutôt que Next.js et TypeScript.",2026-05-06T21:09:10.191559
59,cv_2,ollama,gemma3:4b,Good Fit,82,Good Fit,"The candidate's experience with Generative AI, RAG, and DevOps aligns well with the job description's requirements for Next.js, TypeScript, and CI/CD pipelines. Furthermore, their full-stack background and experience with web3.0 demonstrate a solid understanding of modern web development practices.",2026-05-06T21:09:13.249057
59,cv_3,ollama,gemma3:4b,Strong Match,88,Strong Match,"Sara's CV demonstrates significant experience with technologies directly aligned with the job description, including Next.js, TypeScript, ReactJS, NodeJS, and AWS. Her project experience, particularly the Telnet Academy project and the SOWISO platform redevelopment, showcases her skills in full-stack development and Agile methodologies, making her a strong candidate for this role.",2026-05-06T21:09:17.128481
59,cv_4,ollama,gemma3:4b,Strong Match,88,Strong Match,"The candidate's extensive experience with Unity, C#, and XR development aligns perfectly with the job description's requirements for a full-stack developer specializing in Next.js, TypeScript, and AWS. Their projects involving metaverse experiences, multiplayer systems, and API integration directly address the core responsibilities outlined in the job posting, demonstrating a strong technical fit.",2026-05-06T21:09:27.916194
59,cv_5,ollama,gemma3:4b,Good Fit,75,Good Fit,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep, particularly with Deep Learning and Geometric Deep Learning, aligns well with the role's focus on modern technologies and complex applications. While the role emphasizes full-stack development, Heni's background in machine learning and deep learning demonstrates a strong technical foundation relevant to the project's innovative aspects.",2026-05-06T21:09:31.135848
60,cv_1,ollama,gemma3:4b,Good Fit,88,Strong Match,"Dhia's CV demonstrates significant experience with machine learning, NLP, and data mining techniques, aligning well with the job description's requirements. Her practical experience with tools like Elasticsearch, TensorFlow, and Python, alongside her work on projects involving LLMs and time series analysis, makes her a strong candidate for this Senior Data Scientist role.",2026-05-06T21:09:34.807983
60,cv_2,ollama,gemma3:4b,Moderate Match,55,Moderate Match,"While Brendan has a strong software engineering background and experience with front-end technologies like VueJS, the job description specifically calls for expertise in data science techniques such as Machine Learning, NLP, and Graph Mining – areas where his experience appears limited. His previous roles were primarily focused on software development and application support, lacking the core data science skills required for this Senior Data Scientist position.",2026-05-06T21:09:38.166432
60,cv_3,ollama,gemma3:4b,Weak Match,40,Weak Match,"While the candidate possesses some relevant skills like full-stack development and DevOps, the job description heavily emphasizes data science expertise, particularly in areas like Machine Learning, NLP, and Deep Learning, which are not prominently highlighted in the candidate's experience or listed skills. The candidate's background is primarily in web development, lacking the specific data science methodologies and tools required for the role.",2026-05-06T21:09:41.519500
60,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"While the candidate's resume highlights experience with technologies like Tensorflow and Python, which align with the job description, their background is primarily in full-stack development and software engineering rather than data science. The listed projects and experience lack the depth and focus on machine learning techniques specifically mentioned in the job description, suggesting a moderate fit for the role.",2026-05-06T21:09:45.431390
