row_idx,job_snippet,score_cv_1,score_cv_2,score_cv_3,score_cv_4,score_cv_5,label_cv_1,label_cv_2,label_cv_3,label_cv_4,label_cv_5,predicted_best_cv,predicted_label,scores,labels
144,"
   opportunité pour un expert en développement web full stack chez notre entrep",0.8767883357749024,0.903421004624358,0.9581772104471074,0.9555085921650777,0.879380836577025,software(full stack),site reliability engineer,dev ai,full stack engineer,machine learning engineer,cv_3,dev ai,"{'cv_1': 0.8767883357749024, 'cv_2': 0.903421004624358, 'cv_3': 0.9581772104471074, 'cv_4': 0.9555085921650777, 'cv_5': 0.879380836577025}","{'cv_1': 'software(full stack)', 'cv_2': 'site reliability engineer', 'cv_3': 'dev ai', 'cv_4': 'full stack engineer', 'cv_5': 'machine learning engineer'}"
145,nous sommes à la recherche d'un expert en sécurité informatique pour rejoindre n,0.7665868999893135,0.7536939461066392,0.7254690395741138,0.7177145532401406,0.7273695008247791,software(full stack),backend engineer,cloud &devops engineer,senior research scientist engineer,machine learning engineer,cv_1,software(full stack),"{'cv_1': 0.7665868999893135, 'cv_2': 0.7536939461066392, 'cv_3': 0.7254690395741138, 'cv_4': 0.7177145532401406, 'cv_5': 0.7273695008247791}","{'cv_1': 'software(full stack)', 'cv_2': 'backend engineer', 'cv_3': 'cloud &devops engineer', 'cv_4': 'senior research scientist engineer', 'cv_5': 'machine learning engineer'}"
146,nous recherchons un expert en sécurité informatique pour renforcer notre équipe ,0.7118016133274285,0.6921935653306751,0.7144642474423983,0.7734912187594705,0.7273695008247791,web developer junior,data science,cloud engineer,data science,machine learning engineer,cv_4,data science,"{'cv_1': 0.7118016133274285, 'cv_2': 0.6921935653306751, 'cv_3': 0.7144642474423983, 'cv_4': 0.7734912187594705, 'cv_5': 0.7273695008247791}","{'cv_1': 'web developer junior', 'cv_2': 'data science', 'cv_3': 'cloud engineer', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
147,opportunité pour un expert développeur logiciel chez notre entreprise ! nous pro,0.9370741387371982,0.9694428351549097,0.9685698247396926,0.9383908867366024,0.9438225823811563,web developer junior,data analyst,data analyst,machine learning engineer,machine learning engineer,cv_2,data analyst,"{'cv_1': 0.9370741387371982, 'cv_2': 0.9694428351549097, 'cv_3': 0.9685698247396926, 'cv_4': 0.9383908867366024, 'cv_5': 0.9438225823811563}","{'cv_1': 'web developer junior', 'cv_2': 'data analyst', 'cv_3': 'data analyst', 'cv_4': 'machine learning engineer', 'cv_5': 'machine learning engineer'}"
148,"
   opportunité pour un expert en développement full-stack chez nous. 
   nous r",0.9486325902634857,0.986154967658299,0.9889348267438758,0.8864902348478443,0.9013806286242121,web developer junior,full stack engineer,full stack engineer,data science,machine learning engineer,cv_3,full stack engineer,"{'cv_1': 0.9486325902634857, 'cv_2': 0.986154967658299, 'cv_3': 0.9889348267438758, 'cv_4': 0.8864902348478443, 'cv_5': 0.9013806286242121}","{'cv_1': 'web developer junior', 'cv_2': 'full stack engineer', 'cv_3': 'full stack engineer', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
149,"
   opportunité pour un expert en sécurité informatique chez notre entreprise. n",0.8919495141354059,0.9620116699233638,0.9127374510550044,0.8552532382031572,0.8814260298659455,full stack engineer,backend engineer,software(full stack),data science,machine learning engineer,cv_2,backend engineer,"{'cv_1': 0.8919495141354059, 'cv_2': 0.9620116699233638, 'cv_3': 0.9127374510550044, 'cv_4': 0.8552532382031572, 'cv_5': 0.8814260298659455}","{'cv_1': 'full stack engineer', 'cv_2': 'backend engineer', 'cv_3': 'software(full stack)', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
150,nous sommes à la recherche d'un expert en développement full stack java/reactjs ,0.8660201951308425,0.921821958972714,0.915776003604537,0.9113739053454085,0.867874610531532,frontend,backend engineer,full stack engineer,data science,machine learning engineer,cv_2,backend engineer,"{'cv_1': 0.8660201951308425, 'cv_2': 0.921821958972714, 'cv_3': 0.915776003604537, 'cv_4': 0.9113739053454085, 'cv_5': 0.867874610531532}","{'cv_1': 'frontend', 'cv_2': 'backend engineer', 'cv_3': 'full stack engineer', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
151,opportunité pour un expert devops & cloud à rejoindre notre équipe pour concevoi,0.990359487752092,0.935684280144412,0.9313152180781344,0.8991824504118203,0.8994533099895592,devops,software(full stack),backend engineer,backend engineer,machine learning engineer,cv_1,devops,"{'cv_1': 0.990359487752092, 'cv_2': 0.935684280144412, 'cv_3': 0.9313152180781344, 'cv_4': 0.8991824504118203, 'cv_5': 0.8994533099895592}","{'cv_1': 'devops', 'cv_2': 'software(full stack)', 'cv_3': 'backend engineer', 'cv_4': 'backend engineer', 'cv_5': 'machine learning engineer'}"
152,opportunité pour un expert en développement python/django chez nous. notre équip,0.9726488505408744,0.9182471742609288,0.9698315814926418,0.9631650366668587,0.9167868274343457,backend engineer,full stack engineer,cloud engineer,full stack engineer,machine learning engineer,cv_1,backend engineer,"{'cv_1': 0.9726488505408744, 'cv_2': 0.9182471742609288, 'cv_3': 0.9698315814926418, 'cv_4': 0.9631650366668587, 'cv_5': 0.9167868274343457}","{'cv_1': 'backend engineer', 'cv_2': 'full stack engineer', 'cv_3': 'cloud engineer', 'cv_4': 'full stack engineer', 'cv_5': 'machine learning engineer'}"
153,"
   opportunité pour un expert en développement web full stack chez notre entrep",0.98156932574749,0.8827914630738196,0.9667077836206863,0.8541319933868021,0.8678486115825523,software(full stack),backend engineer,full stack engineer,data science,machine learning engineer,cv_1,software(full stack),"{'cv_1': 0.98156932574749, 'cv_2': 0.8827914630738196, 'cv_3': 0.9667077836206863, 'cv_4': 0.8541319933868021, 'cv_5': 0.8678486115825523}","{'cv_1': 'software(full stack)', 'cv_2': 'backend engineer', 'cv_3': 'full stack engineer', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
154,nous sommes à la recherche d'un ingénieur d'études et développement informatique,0.9421363950849557,0.7893293884138781,0.9050976852123321,0.8862967953386705,0.872225172348302,full stack engineer,ntework engineer,software(full stack),ai engineer,machine learning engineer,cv_1,full stack engineer,"{'cv_1': 0.9421363950849557, 'cv_2': 0.7893293884138781, 'cv_3': 0.9050976852123321, 'cv_4': 0.8862967953386705, 'cv_5': 0.872225172348302}","{'cv_1': 'full stack engineer', 'cv_2': 'ntework engineer', 'cv_3': 'software(full stack)', 'cv_4': 'ai engineer', 'cv_5': 'machine learning engineer'}"
155,"
   opportunité pour un expert en sécurité informatique de rejoindre notre équip",0.929799700761314,0.9477930639607248,0.9103549492012577,0.9214491918428172,0.9322624027012899,web developer junior,backend engineer,reality solution designer,software(full stack),machine learning engineer,cv_2,backend engineer,"{'cv_1': 0.929799700761314, 'cv_2': 0.9477930639607248, 'cv_3': 0.9103549492012577, 'cv_4': 0.9214491918428172, 'cv_5': 0.9322624027012899}","{'cv_1': 'web developer junior', 'cv_2': 'backend engineer', 'cv_3': 'reality solution designer', 'cv_4': 'software(full stack)', 'cv_5': 'machine learning engineer'}"
156,"
   opportunité pour un expert développeur full stack chez notre entreprise. nou",0.9316076099797396,0.9629884703233633,0.9754538049951822,0.964151062720022,0.8769097166574824,web developer junior,dev ai,backend engineer,cloud engineer,machine learning engineer,cv_3,backend engineer,"{'cv_1': 0.9316076099797396, 'cv_2': 0.9629884703233633, 'cv_3': 0.9754538049951822, 'cv_4': 0.964151062720022, 'cv_5': 0.8769097166574824}","{'cv_1': 'web developer junior', 'cv_2': 'dev ai', 'cv_3': 'backend engineer', 'cv_4': 'cloud engineer', 'cv_5': 'machine learning engineer'}"
157,nous sommes à la recherche d'un expert java/j2ee pour rejoindre notre équipe de ,0.9513206229795745,0.9151676290384703,0.9498639026848104,0.9182005298441461,0.9113191971998347,web developer junior,software(full stack),software(full stack),data analyst,machine learning engineer,cv_1,web developer junior,"{'cv_1': 0.9513206229795745, 'cv_2': 0.9151676290384703, 'cv_3': 0.9498639026848104, 'cv_4': 0.9182005298441461, 'cv_5': 0.9113191971998347}","{'cv_1': 'web developer junior', 'cv_2': 'software(full stack)', 'cv_3': 'software(full stack)', 'cv_4': 'data analyst', 'cv_5': 'machine learning engineer'}"
158,"
   opportunité pour un expert en intelligence artificielle et en apprentissage ",0.9186314647765925,0.9243615857115777,0.972616221318644,0.9161509143424947,0.9732536130281643,frontend,full stack engineer,machine learning engineer,cloud engineer,machine learning engineer,cv_5,machine learning engineer,"{'cv_1': 0.9186314647765925, 'cv_2': 0.9243615857115777, 'cv_3': 0.972616221318644, 'cv_4': 0.9161509143424947, 'cv_5': 0.9732536130281643}","{'cv_1': 'frontend', 'cv_2': 'full stack engineer', 'cv_3': 'machine learning engineer', 'cv_4': 'cloud engineer', 'cv_5': 'machine learning engineer'}"
159,opportunité pour un expert en développement web et technologie chez une startup ,0.7738715296729815,0.7306214851142964,0.7567561470342992,0.6908596028720547,0.7016114637786618,web developer junior,web developer junior,frontend,data science,machine learning engineer,cv_1,web developer junior,"{'cv_1': 0.7738715296729815, 'cv_2': 0.7306214851142964, 'cv_3': 0.7567561470342992, 'cv_4': 0.6908596028720547, 'cv_5': 0.7016114637786618}","{'cv_1': 'web developer junior', 'cv_2': 'web developer junior', 'cv_3': 'frontend', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
160,"
   opportunité pour un expert en intelligence artificielle chez notre entrepris",0.9304667113243393,0.9185805160701553,0.9261338877892931,0.0,0.8184020306266587,software(full stack),senior research scientist engineer,web developer junior,network engineer,full stack engineer,cv_1,software(full stack),"{'cv_1': 0.9304667113243393, 'cv_2': 0.9185805160701553, 'cv_3': 0.9261338877892931, 'cv_4': 0.0, 'cv_5': 0.8184020306266587}","{'cv_1': 'software(full stack)', 'cv_2': 'senior research scientist engineer', 'cv_3': 'web developer junior', 'cv_4': 'network engineer', 'cv_5': 'full stack engineer'}"
161,nous sommes à la recherche d'un expert en intelligence artificielle et en appren,0.8522577099382069,0.7518797700818688,0.8354170104788095,0.861820361623668,0.8639036380108278,full stack engineer,full stack engineer,full stack engineer,ntework engineer,machine learning engineer,cv_5,machine learning engineer,"{'cv_1': 0.8522577099382069, 'cv_2': 0.7518797700818688, 'cv_3': 0.8354170104788095, 'cv_4': 0.861820361623668, 'cv_5': 0.8639036380108278}","{'cv_1': 'full stack engineer', 'cv_2': 'full stack engineer', 'cv_3': 'full stack engineer', 'cv_4': 'ntework engineer', 'cv_5': 'machine learning engineer'}"
162,"
   nous recherchons un expert en conception et réalisation de projets informati",0.9427242870883157,0.9769920704196658,0.9031623117105656,0.9603485567836046,0.9339000903830211,web developer junior,data analyst,data science,cloud engineer,machine learning engineer,cv_2,data analyst,"{'cv_1': 0.9427242870883157, 'cv_2': 0.9769920704196658, 'cv_3': 0.9031623117105656, 'cv_4': 0.9603485567836046, 'cv_5': 0.9339000903830211}","{'cv_1': 'web developer junior', 'cv_2': 'data analyst', 'cv_3': 'data science', 'cv_4': 'cloud engineer', 'cv_5': 'machine learning engineer'}"
163,"
   opportunité pour un expert en intelligence artificielle et en apprentissage ",0.8986875383070675,0.8924218493884666,0.9334241043374879,0.9490339504290213,0.8334083648940023,frontend,reality solution designer,full stack engineer,backend engineer,full stack engineer,cv_4,backend engineer,"{'cv_1': 0.8986875383070675, 'cv_2': 0.8924218493884666, 'cv_3': 0.9334241043374879, 'cv_4': 0.9490339504290213, 'cv_5': 0.8334083648940023}","{'cv_1': 'frontend', 'cv_2': 'reality solution designer', 'cv_3': 'full stack engineer', 'cv_4': 'backend engineer', 'cv_5': 'full stack engineer'}"
164,opportunité pour un expert full stack développeur chez une entreprise innovante.,0.9639030188212846,0.8875030826386827,0.8632653511822257,0.8696764372920645,0.8492866950874771,web developer junior,web developer junior,devops,data science,machine learning engineer,cv_1,web developer junior,"{'cv_1': 0.9639030188212846, 'cv_2': 0.8875030826386827, 'cv_3': 0.8632653511822257, 'cv_4': 0.8696764372920645, 'cv_5': 0.8492866950874771}","{'cv_1': 'web developer junior', 'cv_2': 'web developer junior', 'cv_3': 'devops', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
165,"
   opportunité pour un expert en développement de logiciels à rejoindre notre é",0.9494723920328635,0.944511830097974,0.9543501396182474,0.8995576059631668,0.8955874370118466,web developer junior,devops,frontend,machine learning engineer,machine learning engineer,cv_3,frontend,"{'cv_1': 0.9494723920328635, 'cv_2': 0.944511830097974, 'cv_3': 0.9543501396182474, 'cv_4': 0.8995576059631668, 'cv_5': 0.8955874370118466}","{'cv_1': 'web developer junior', 'cv_2': 'devops', 'cv_3': 'frontend', 'cv_4': 'machine learning engineer', 'cv_5': 'machine learning engineer'}"
166,opportunité pour un expert en intelligence artificielle chez notre entreprise de,0.9340307906756817,0.9588584621066752,0.9729776897566167,0.833558606661774,0.8259901975444786,ai engineer,backend engineer,backend engineer,frontend,full stack engineer,cv_3,backend engineer,"{'cv_1': 0.9340307906756817, 'cv_2': 0.9588584621066752, 'cv_3': 0.9729776897566167, 'cv_4': 0.833558606661774, 'cv_5': 0.8259901975444786}","{'cv_1': 'ai engineer', 'cv_2': 'backend engineer', 'cv_3': 'backend engineer', 'cv_4': 'frontend', 'cv_5': 'full stack engineer'}"
167,nous sommes à la recherche d'un développeur full-stack pour rejoindre notre équi,0.9507662600152214,0.9774526293537242,0.9334172602478765,0.7925000968290697,0.8877811237000631,full stack engineer,full stack engineer,full stack engineer,ntework engineer,machine learning engineer,cv_2,full stack engineer,"{'cv_1': 0.9507662600152214, 'cv_2': 0.9774526293537242, 'cv_3': 0.9334172602478765, 'cv_4': 0.7925000968290697, 'cv_5': 0.8877811237000631}","{'cv_1': 'full stack engineer', 'cv_2': 'full stack engineer', 'cv_3': 'full stack engineer', 'cv_4': 'ntework engineer', 'cv_5': 'machine learning engineer'}"
168,"
   opportunité pour un expert en développement backend chez notre entreprise ! ",0.9238466476682302,0.9642021045353995,0.9712864613301837,0.8805966991430706,0.9067523649432376,web developer junior,backend engineer,web developer junior,data science,machine learning engineer,cv_3,web developer junior,"{'cv_1': 0.9238466476682302, 'cv_2': 0.9642021045353995, 'cv_3': 0.9712864613301837, 'cv_4': 0.8805966991430706, 'cv_5': 0.9067523649432376}","{'cv_1': 'web developer junior', 'cv_2': 'backend engineer', 'cv_3': 'web developer junior', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
169,"
   opportunité pour un expert en devops et ux-ui designer chez innovgeek. 
   n",0.9488250787904743,0.88093081940871,0.8497722903154359,0.0,0.8878871313996524,devops,data science,data science,reality solution designer,machine learning engineer,cv_1,devops,"{'cv_1': 0.9488250787904743, 'cv_2': 0.88093081940871, 'cv_3': 0.8497722903154359, 'cv_4': 0.0, 'cv_5': 0.8878871313996524}","{'cv_1': 'devops', 'cv_2': 'data science', 'cv_3': 'data science', 'cv_4': 'reality solution designer', 'cv_5': 'machine learning engineer'}"
170,"
   opportunité pour un expert en développement full-stack ! nous recherchons un",0.8862427331824334,0.9345410401338257,0.9773084162368056,0.9262660273047815,0.8987781809468497,software(full stack),frontend,backend engineer,machine learning engineer,machine learning engineer,cv_3,backend engineer,"{'cv_1': 0.8862427331824334, 'cv_2': 0.9345410401338257, 'cv_3': 0.9773084162368056, 'cv_4': 0.9262660273047815, 'cv_5': 0.8987781809468497}","{'cv_1': 'software(full stack)', 'cv_2': 'frontend', 'cv_3': 'backend engineer', 'cv_4': 'machine learning engineer', 'cv_5': 'machine learning engineer'}"
171,"
   opportunité pour un expert en intelligence artificielle et en apprentissage ",0.8856067443610168,0.9570122298105663,0.9379497043915755,0.9314252881555874,0.8240092144444389,frontend,senior research scientist engineer,backend engineer,full stack engineer,full stack engineer,cv_2,senior research scientist engineer,"{'cv_1': 0.8856067443610168, 'cv_2': 0.9570122298105663, 'cv_3': 0.9379497043915755, 'cv_4': 0.9314252881555874, 'cv_5': 0.8240092144444389}","{'cv_1': 'frontend', 'cv_2': 'senior research scientist engineer', 'cv_3': 'backend engineer', 'cv_4': 'full stack engineer', 'cv_5': 'full stack engineer'}"
172,opportunité pour un expert en développement frontend chez notre entreprise. nous,0.9552453729475374,0.9147889857930342,0.8865404098438852,0.8902041265863841,0.8456959285501543,software(full stack),cloud engineer,backend engineer,data science,machine learning engineer,cv_1,software(full stack),"{'cv_1': 0.9552453729475374, 'cv_2': 0.9147889857930342, 'cv_3': 0.8865404098438852, 'cv_4': 0.8902041265863841, 'cv_5': 0.8456959285501543}","{'cv_1': 'software(full stack)', 'cv_2': 'cloud engineer', 'cv_3': 'backend engineer', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
173,"
   opportunité pour un expert en machine learning de rejoindre notre équipe de ",0.9684810701991582,0.949153673526511,0.955143633637227,0.8861121985855973,0.8244598037173768,web developer junior,senior research scientist engineer,web developer junior,reality solution designer,full stack engineer,cv_1,web developer junior,"{'cv_1': 0.9684810701991582, 'cv_2': 0.949153673526511, 'cv_3': 0.955143633637227, 'cv_4': 0.8861121985855973, 'cv_5': 0.8244598037173768}","{'cv_1': 'web developer junior', 'cv_2': 'senior research scientist engineer', 'cv_3': 'web developer junior', 'cv_4': 'reality solution designer', 'cv_5': 'full stack engineer'}"
174,opportunité pour un expert en développement backend et architecture technique. n,0.9550976243786667,0.9481923676691035,0.8674679110257149,0.906759252890446,0.8864390626115203,full stack engineer,data analyst,software(full stack),ai engineer,machine learning engineer,cv_1,full stack engineer,"{'cv_1': 0.9550976243786667, 'cv_2': 0.9481923676691035, 'cv_3': 0.8674679110257149, 'cv_4': 0.906759252890446, 'cv_5': 0.8864390626115203}","{'cv_1': 'full stack engineer', 'cv_2': 'data analyst', 'cv_3': 'software(full stack)', 'cv_4': 'ai engineer', 'cv_5': 'machine learning engineer'}"
175,nous recherchons un data scientist expérimenté pour rejoindre notre équipe de re,0.9831390008985283,0.9827319601480982,0.9540527303946085,0.907265808528199,0.9634985582411968,data analyst,data analyst,full stack engineer,frontend,machine learning engineer,cv_1,data analyst,"{'cv_1': 0.9831390008985283, 'cv_2': 0.9827319601480982, 'cv_3': 0.9540527303946085, 'cv_4': 0.907265808528199, 'cv_5': 0.9634985582411968}","{'cv_1': 'data analyst', 'cv_2': 'data analyst', 'cv_3': 'full stack engineer', 'cv_4': 'frontend', 'cv_5': 'machine learning engineer'}"
176,"
   opportunité pour un expert en intelligence artificielle (ia) de rejoindre no",0.9079844145727287,0.9325745687193698,0.9481333009086298,0.6666669581504274,0.9447443399381656,full stack engineer,site reliability engineer,data science,cyber,machine learning engineer,cv_3,data science,"{'cv_1': 0.9079844145727287, 'cv_2': 0.9325745687193698, 'cv_3': 0.9481333009086298, 'cv_4': 0.6666669581504274, 'cv_5': 0.9447443399381656}","{'cv_1': 'full stack engineer', 'cv_2': 'site reliability engineer', 'cv_3': 'data science', 'cv_4': 'cyber', 'cv_5': 'machine learning engineer'}"
177,"
   opportunité pour un expert en solutions cloud chez notre entreprise. nous so",0.9362006344372622,0.8900108791582915,0.8751428414249983,0.8654029839664086,0.9005275665250516,backend engineer,full stack engineer,data science,data science,machine learning engineer,cv_1,backend engineer,"{'cv_1': 0.9362006344372622, 'cv_2': 0.8900108791582915, 'cv_3': 0.8751428414249983, 'cv_4': 0.8654029839664086, 'cv_5': 0.9005275665250516}","{'cv_1': 'backend engineer', 'cv_2': 'full stack engineer', 'cv_3': 'data science', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
178,"
   nous sommes à la recherche d'un chef de projets logiciels 'data' expérimenté",0.9754876816302305,0.9189043405963369,0.916706481699512,0.8978128708942631,0.9369615529978367,backend engineer,senior research scientist engineer,web developer junior,cyber,machine learning engineer,cv_1,backend engineer,"{'cv_1': 0.9754876816302305, 'cv_2': 0.9189043405963369, 'cv_3': 0.916706481699512, 'cv_4': 0.8978128708942631, 'cv_5': 0.9369615529978367}","{'cv_1': 'backend engineer', 'cv_2': 'senior research scientist engineer', 'cv_3': 'web developer junior', 'cv_4': 'cyber', 'cv_5': 'machine learning engineer'}"
179,"
   opportunité pour un expert en développement full stack chez notre entreprise",0.9518667844013935,0.9490184758438813,0.9334581785334564,0.9304392762407355,0.8904531677840775,web developer junior,full stack engineer,devops,data science,machine learning engineer,cv_1,web developer junior,"{'cv_1': 0.9518667844013935, 'cv_2': 0.9490184758438813, 'cv_3': 0.9334581785334564, 'cv_4': 0.9304392762407355, 'cv_5': 0.8904531677840775}","{'cv_1': 'web developer junior', 'cv_2': 'full stack engineer', 'cv_3': 'devops', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
180,nous sommes à la recherche d'un développeur web full stack pour rejoindre notre ,0.912928433003779,0.9259765605174732,0.8910061063030261,0.8303582354968566,0.8091673364695582,software(full stack),backend engineer,data analyst,senior research scientist engineer,machine learning engineer,cv_2,backend engineer,"{'cv_1': 0.912928433003779, 'cv_2': 0.9259765605174732, 'cv_3': 0.8910061063030261, 'cv_4': 0.8303582354968566, 'cv_5': 0.8091673364695582}","{'cv_1': 'software(full stack)', 'cv_2': 'backend engineer', 'cv_3': 'data analyst', 'cv_4': 'senior research scientist engineer', 'cv_5': 'machine learning engineer'}"
181,opportunité pour un expert devops chez notre entreprise en pleine croissance. no,0.9203481681408541,0.8889637122197338,0.8756094625725853,0.8889223951226248,0.8526286715346078,devops,full stack engineer,full stack engineer,ntework engineer,machine learning engineer,cv_1,devops,"{'cv_1': 0.9203481681408541, 'cv_2': 0.8889637122197338, 'cv_3': 0.8756094625725853, 'cv_4': 0.8889223951226248, 'cv_5': 0.8526286715346078}","{'cv_1': 'devops', 'cv_2': 'full stack engineer', 'cv_3': 'full stack engineer', 'cv_4': 'ntework engineer', 'cv_5': 'machine learning engineer'}"
182,"
   nous recherchons un développeur full-stack expérimenté pour rejoindre notre ",0.9587295383957908,0.9665821530093172,0.9530832650680899,0.9224396571400595,0.9017095796854003,web developer junior,backend engineer,backend engineer,machine learning engineer,machine learning engineer,cv_2,backend engineer,"{'cv_1': 0.9587295383957908, 'cv_2': 0.9665821530093172, 'cv_3': 0.9530832650680899, 'cv_4': 0.9224396571400595, 'cv_5': 0.9017095796854003}","{'cv_1': 'web developer junior', 'cv_2': 'backend engineer', 'cv_3': 'backend engineer', 'cv_4': 'machine learning engineer', 'cv_5': 'machine learning engineer'}"
183,"
   opportunité pour un expert en backend : nous recherchons un ingénieur backen",0.95721491964916,0.8065774935291379,0.8065774935291379,0.9503394540197972,0.905075248624505,web developer junior,network engineer,ntework engineer,network engineer,machine learning engineer,cv_1,web developer junior,"{'cv_1': 0.95721491964916, 'cv_2': 0.8065774935291379, 'cv_3': 0.8065774935291379, 'cv_4': 0.9503394540197972, 'cv_5': 0.905075248624505}","{'cv_1': 'web developer junior', 'cv_2': 'network engineer', 'cv_3': 'ntework engineer', 'cv_4': 'network engineer', 'cv_5': 'machine learning engineer'}"
184,opportunité pour un expert en data science chez notre entreprise de technologie.,0.9778252262920573,0.9727920541743023,0.9727920541743023,0.9705524295323205,0.8287908156680381,backend engineer,machine learning engineer,data science,machine learning engineer,full stack engineer,cv_1,backend engineer,"{'cv_1': 0.9778252262920573, 'cv_2': 0.9727920541743023, 'cv_3': 0.9727920541743023, 'cv_4': 0.9705524295323205, 'cv_5': 0.8287908156680381}","{'cv_1': 'backend engineer', 'cv_2': 'machine learning engineer', 'cv_3': 'data science', 'cv_4': 'machine learning engineer', 'cv_5': 'full stack engineer'}"
185,"
   opportunité pour un expert en big data et data science chez notre entreprise",0.9543792896641065,0.826005465203976,0.9308312992284907,0.919644834834249,0.9274502860871,data analyst,software(full stack),machine learning engineer,full stack engineer,machine learning engineer,cv_1,data analyst,"{'cv_1': 0.9543792896641065, 'cv_2': 0.826005465203976, 'cv_3': 0.9308312992284907, 'cv_4': 0.919644834834249, 'cv_5': 0.9274502860871}","{'cv_1': 'data analyst', 'cv_2': 'software(full stack)', 'cv_3': 'machine learning engineer', 'cv_4': 'full stack engineer', 'cv_5': 'machine learning engineer'}"
186,nous sommes à la recherche d'un expert en développement web pour rejoindre notre,0.654294820558283,0.7713220822630475,0.823064698417048,0.6251384876953848,0.7217893339582888,software(full stack),backend engineer,backend engineer,reality solution designer,machine learning engineer,cv_3,backend engineer,"{'cv_1': 0.654294820558283, 'cv_2': 0.7713220822630475, 'cv_3': 0.823064698417048, 'cv_4': 0.6251384876953848, 'cv_5': 0.7217893339582888}","{'cv_1': 'software(full stack)', 'cv_2': 'backend engineer', 'cv_3': 'backend engineer', 'cv_4': 'reality solution designer', 'cv_5': 'machine learning engineer'}"
187,"
   opportunité pour un expert en développement frontend chez notre entreprise. ",0.967694483173321,0.9429391304683818,0.9621525799229312,0.8641467811817355,0.8662638304737106,software(full stack),full stack engineer,cloud engineer,senior research scientist engineer,machine learning engineer,cv_1,software(full stack),"{'cv_1': 0.967694483173321, 'cv_2': 0.9429391304683818, 'cv_3': 0.9621525799229312, 'cv_4': 0.8641467811817355, 'cv_5': 0.8662638304737106}","{'cv_1': 'software(full stack)', 'cv_2': 'full stack engineer', 'cv_3': 'cloud engineer', 'cv_4': 'senior research scientist engineer', 'cv_5': 'machine learning engineer'}"
188,opportunité pour un expert full-stack chez nous. nous recherchons un développeur,0.9501822552251262,0.945801963141461,0.9273498859707638,0.8199537119746231,0.8275676214408235,software(full stack),full stack engineer,software(full stack),senior research scientist engineer,machine learning engineer,cv_1,software(full stack),"{'cv_1': 0.9501822552251262, 'cv_2': 0.945801963141461, 'cv_3': 0.9273498859707638, 'cv_4': 0.8199537119746231, 'cv_5': 0.8275676214408235}","{'cv_1': 'software(full stack)', 'cv_2': 'full stack engineer', 'cv_3': 'software(full stack)', 'cv_4': 'senior research scientist engineer', 'cv_5': 'machine learning engineer'}"
189,"
   opportunité pour un expert en intelligence artificielle et apprentissage aut",0.9775952396336055,0.9053196600290199,0.9114389487042178,0.9222771913030401,0.8201626794394032,ai engineer,software(full stack),reality solution designer,site reliability engineer,full stack engineer,cv_1,ai engineer,"{'cv_1': 0.9775952396336055, 'cv_2': 0.9053196600290199, 'cv_3': 0.9114389487042178, 'cv_4': 0.9222771913030401, 'cv_5': 0.8201626794394032}","{'cv_1': 'ai engineer', 'cv_2': 'software(full stack)', 'cv_3': 'reality solution designer', 'cv_4': 'site reliability engineer', 'cv_5': 'full stack engineer'}"
190,"
   opportunité pour un expert en développement web chez evaa event & com. 
   n",0.8236361324241307,0.8261762377270856,0.8638663582744376,0.0,0.8320804719187482,software(full stack),machine learning engineer,machine learning engineer,reality solution designer,machine learning engineer,cv_3,machine learning engineer,"{'cv_1': 0.8236361324241307, 'cv_2': 0.8261762377270856, 'cv_3': 0.8638663582744376, 'cv_4': 0.0, 'cv_5': 0.8320804719187482}","{'cv_1': 'software(full stack)', 'cv_2': 'machine learning engineer', 'cv_3': 'machine learning engineer', 'cv_4': 'reality solution designer', 'cv_5': 'machine learning engineer'}"
191,nous sommes à la recherche d'un développeur full stack expérimenté pour rejoindr,0.9391483588882125,0.9377770388359499,0.9615621017373116,0.8941008694650394,0.8869055317694429,full stack engineer,data science,full stack engineer,senior research scientist engineer,machine learning engineer,cv_3,full stack engineer,"{'cv_1': 0.9391483588882125, 'cv_2': 0.9377770388359499, 'cv_3': 0.9615621017373116, 'cv_4': 0.8941008694650394, 'cv_5': 0.8869055317694429}","{'cv_1': 'full stack engineer', 'cv_2': 'data science', 'cv_3': 'full stack engineer', 'cv_4': 'senior research scientist engineer', 'cv_5': 'machine learning engineer'}"
