job_idx,cv_col,score_a,score_b,judge_score,reasoning,delta_a,delta_b,closer_system
87,cv_2,85,37,75,"The candidate has relevant ML engineering experience at TCS and Amazon, along with cloud certifications (Azure AI, Google Cloud) aligning with the job's cloud focus. However, the CV lacks specific details on model deployment experience and cross-team collaboration examples required in the role. The 1.5-year tenure at TCS shows adequate experience, but the 2-month Amazon internship is insufficient to demonstrate depth.",10.0,38.0,A
87,cv_3,20,29,35,"The candidate has a Master's in Intelligent Systems and full-stack development experience, but lacks explicit machine learning engineering skills or projects. The job requires ML model development/deployment expertise not demonstrated in the CV, though cloud alignment and technical education provide partial relevance.",15.0,6.0,B
87,cv_4,70,28,50,"The candidate has strong full-stack development experience with React, Symfony, and Agile methodologies, which partially aligns with software engineering aspects. However, the job requires machine learning expertise (model design, cloud AI solutions) and AI optimization skills, which are entirely absent from the CV. The candidate lacks direct ML/AI experience, making them a partial match.",20.0,22.0,A
87,cv_5,20,34,50,"The candidate has strong full-stack development experience but lacks explicit machine learning, AI, or cloud-based solution expertise required for the role. While their technical skills (React.js, Elasticsearch) are relevant, the absence of ML model development/deployment experience creates a partial match.",30.0,16.0,B
88,cv_1,80,40,50,"The candidate has relevant skills in Java/Spring Boot and Docker, but lacks specific required technologies like Spring Data JPA, Spring Security, and ActiveMQ. As a student without professional experience in these areas, they partially meet the requirements but miss critical components of the job description.",30.0,10.0,B
88,cv_2,85,56,65,"The candidate has relevant Spring Boot experience and mentions some required tools like Maven and Git, but lacks explicit mention of Java 8, Docker, Kubernetes, and ELK stack. The CV contains future-dated roles (2026-2025) which raise credibility concerns about the experience timeline. While the profile aligns partially with backend development needs, critical cloud-native and security technologies are missing.",20.0,9.0,B
88,cv_3,20,45,50,"The candidate has senior-level experience in machine learning and digital transformation but lacks explicit Java development skills (Java 8, Spring Boot, etc.) required for the role. While their technical background is strong, the mismatch in core technologies and frameworks (e.g., no mention of Spring ecosystem or containerization tools) prevents a perfect match.",30.0,5.0,B
88,cv_4,80,47,30,"The candidate lacks core Java expertise (Java 8, Spring Boot, etc.) required for the role, despite having front-end and .NET experience. Partial overlap exists in REST APIs and financial data work, but critical backend Java stack skills are missing.",50.0,17.0,B
88,cv_5,80,41,30,"The candidate's profile focuses on machine learning and Python-based technologies (e.g., Deep Learning, NestJS), with no explicit mention of Java, Spring Boot, or related frameworks required by the job. While some tools like Docker and Jenkins align partially, the core Java/Spring expertise is missing, making the match weak.",50.0,11.0,B
89,cv_1,85,28,50,"The candidate has React.js and JavaScript skills relevant to the role, but lacks explicit mentions of Next.js, TypeScript, jQuery, MaterialUI, TailwindCSS, and Bootstrap required in the job description. Their focus on full-stack/backend technologies (SpringBoot, AWS) and deep learning further reduces alignment with the frontend-specific requirements.",35.0,22.0,B
89,cv_2,80,30,50,"The candidate has relevant experience with React and Next.js, which align with key requirements. However, critical technologies like TypeScript, jQuery, MaterialUI, TailwindCSS, and Bootstrap are not explicitly mentioned, and the CV lacks detailed front-end expertise beyond React/Next.js. This creates a partial match with missing core competencies.",30.0,20.0,B
89,cv_3,85,27,50,"The candidate has software development experience and AWS certifications, but lacks explicit frontend technologies like React.js, TypeScript, or TailwindCSS required by the job. Their role as a Cloud Systems Engineer suggests backend/infrastructure focus, creating a partial match with missing key requirements.",35.0,23.0,B
89,cv_4,20,19,15,"The candidate's profile is entirely focused on network engineering and IT operations with no relevant front-end development experience or technical skills matching the job requirements (React, TypeScript, etc.). The CV shows complete misalignment with the core competencies requested.",5.0,4.0,B
89,cv_5,20,32,20,"The candidate's profile focuses on machine learning and deep learning with no mention of required frontend technologies like React.js, Next.js, or CSS frameworks. Their experience in ML engineering is unrelated to web development requirements.",0.0,12.0,A
90,cv_1,70,38,50,"The candidate has software development experience and teamwork skills relevant to the role, but lacks explicit cybersecurity expertise, tools, or certifications mentioned in the job description. Key requirements like vulnerability analysis and security solution implementation are not addressed in the CV.",20.0,12.0,B
90,cv_2,70,27,50,"The candidate has strong backend development skills and programming experience in languages like Java and Python, which are somewhat relevant for cybersecurity tool development. However, the CV lacks direct cybersecurity experience, vulnerability analysis work, or security-specific certifications required for the role. The mismatch in core security competencies justifies a partial match score.",20.0,23.0,A
90,cv_3,60,33,50,"The candidate has strong development skills in Java, Spring Boot, and SAP technologies, which are partially relevant to cybersecurity tool development. However, there is no direct experience or certifications in cybersecurity, vulnerability analysis, or threat mitigation—core requirements for the role. The profile shows technical capability but lacks alignment with security-specific responsibilities.",10.0,17.0,A
90,cv_4,20,38,20,"The candidate is a senior mobile/web developer with no cybersecurity experience or skills mentioned. The job requires cybersecurity-specific knowledge (vulnerability analysis, security solutions implementation) not addressed in the CV. While the candidate has technical development skills, they don't align with the core security requirements.",0.0,18.0,A
90,cv_5,40,30,40,"The candidate has strong machine learning and DevOps experience but lacks direct cybersecurity expertise. Key requirements like vulnerability analysis, security solutions implementation, and threat mitigation are not addressed in the CV.",0.0,10.0,A
91,cv_1,85,65,75,"The candidate has strong DevOps experience with Azure DevOps, Kubernetes, and CI/CD, aligning with key requirements. However, the CV lacks explicit mention of Terraform, Jenkins, and Azure cloud (only Azure DevOps is noted), which are explicitly listed in the job description. The absence of these specific tools reduces the match score despite overall relevant experience.",10.0,10.0,tie
91,cv_2,20,16,10,"The candidate's profile focuses on full-stack web development (MERN, Angular, Spring Boot) with no explicit mention of DevOps tools (Terraform, Jenkins, Kubernetes) or cloud infrastructure management required by the job. While they have 4+ years of experience, the skills mismatch critical DevOps requirements.",10.0,6.0,B
91,cv_3,80,31,55,"The candidate has partial alignment with DevOps tools like Kubernetes and Docker but lacks explicit experience with Terraform, Jenkins, or Azure DevOps. His roles focus on backend/API development rather than infrastructure management or CI/CD pipelines, which are central to the job.",25.0,24.0,B
91,cv_4,20,33,35,"The candidate has strong AI/ML skills and Python experience, but lacks explicit DevOps tooling (Terraform, Jenkins, Kubernetes) and cloud infrastructure management expertise required for the role. Some transferable automation skills exist, but core DevOps competencies are missing.",15.0,2.0,B
91,cv_5,85,53,50,"The candidate lists DevOps as a top skill but lacks explicit experience with required tools (Terraform, Jenkins, Kubernetes) or infrastructure management. Their experience focuses on machine learning and geometric deep learning projects, not cloud operations or CI/CD pipelines. The CV shows partial alignment with the job's DevOps focus but misses critical technical requirements.",35.0,3.0,B
92,cv_1,80,30,50,"The candidate has strong frontend skills in React, TypeScript, and tools like Cypress, which align with parts of the job requirements. However, the job demands fullstack expertise with Python, NestJS, AdonisJS, Angular, and cybersecurity experience, which are not present in the CV. The lack of backend frameworks and security-related projects significantly reduces the match.",30.0,20.0,B
92,cv_2,80,36,50,"The candidate has full-stack experience and Angular proficiency, which partially aligns with the job's requirements. However, critical technologies like TypeScript, Python, NextJS, NestJS, and AdonisJS are missing from their CV. The lack of explicit cybersecurity project experience further reduces alignment.",30.0,14.0,B
92,cv_3,85,54,55,"The candidate has partial overlap with required skills (React, Next.js, Angular) and full-stack experience, but lacks critical technologies like TypeScript, Python, NestJS, and AdonisJS specified in the job. Cybersecurity experience is also missing. The 3+ years of experience aligns with the role's seniority, but key technical requirements are unmet.",30.0,1.0,B
